avg_context_surprisal_gap,avg_first_token_surprisal,dataset,lm_cc,lm_cc_density,loc,num_functions,num_semantic_units,ppl,total_tokens,uid
0.14433162510699948,1.78778076171875,humaneval_simplified,5.6,2.3932557106018066,7,1,8,2.198612505315529,92,HumanEval_110
0.10985851900347758,1.1920737028121948,humaneval_simplified,10.0,12.841790787875652,11,1,11,2.394610102253808,110,HumanEval_111
0.12858981729067606,1.428436279296875,humaneval_simplified,7.3999999999999995,14.355061918497086,9,1,9,5.387125913431794,95,HumanEval_113
0.16309946253230528,1.78778076171875,humaneval_simplified,15.2,15.456402905285358,14,1,14,2.1238335373174215,134,HumanEval_114
0.1123655122184359,1.428436279296875,humaneval_simplified,10.2,13.834883593022823,11,1,11,1.9052643012609434,110,HumanEval_117
0.15214976560174753,3.1302571296691895,humaneval_simplified,13.799999999999999,9.839416072703898,18,2,13,1.8617538277721033,148,HumanEval_119
0.20025005266286952,1.4283918142318726,humaneval_simplified,7.199999999999999,8.376573584973812,8,1,9,2.4963662498580845,51,HumanEval_120
0.12467505074668639,1.428436279296875,humaneval_simplified,7.3999999999999995,7.409267853945494,10,1,9,1.902051852772855,109,HumanEval_123
0.029582720125692376,1.7888953685760498,humaneval_simplified,15.799999999999997,26.313519643619657,18,1,14,1.5815045819005638,180,HumanEval_124
0.14660219650106204,1.78778076171875,humaneval_simplified,8.8,22.411018282175064,9,1,10,3.103606690191199,89,HumanEval_125
0.07635826254404283,2.6014431715011597,humaneval_simplified,14.799999999999999,8.638894468545914,20,2,14,1.7125626053964935,161,HumanEval_127
0.007717563346028877,1.7888953685760498,humaneval_simplified,26.199999999999996,66.6482312278822,22,1,19,1.7066390399538698,220,HumanEval_129
0.10331046183944328,1.78778076171875,humaneval_simplified,12.0,18.419962465763092,12,1,12,2.604326600676939,85,HumanEval_131
0.06116993816424932,1.78778076171875,humaneval_simplified,14.999999999999998,23.235230803489685,13,1,14,2.28351515361665,124,HumanEval_132
0.394272215794498,0.8899582624435425,humaneval_simplified,4.0,1.7872599363327026,6,1,7,3.529159654254817,45,HumanEval_133
0.3499423686338685,1.4283918142318726,humaneval_simplified,9.0,17.412364177405834,9,1,10,2.295314567832786,66,HumanEval_135
0.04502079641709777,1.7888953685760498,humaneval_simplified,24.799999999999997,33.6312397941947,23,1,19,1.8066374463995485,199,HumanEval_140
0.01335563581705708,1.78778076171875,humaneval_simplified,12.2,39.060725562274456,12,1,12,2.5488969810708517,105,HumanEval_146
0.09142341877787742,1.78778076171875,humaneval_simplified,11.0,34.05272634327412,12,1,11,1.9071178886626585,127,HumanEval_147
0.1629537251025725,1.780746340751648,humaneval_simplified,5.6,4.692967414855957,7,1,8,2.9305088594248145,73,HumanEval_149
