avg_context_surprisal_gap,avg_first_token_surprisal,dataset,lm_cc,lm_cc_density,loc,num_functions,num_semantic_units,ppl,total_tokens,uid,pass_at_1
0.2702117353134478,1.780746340751648,humaneval,2.8,5.126750469207764,5,1,5,3.30419288737413,38,HumanEval_54,1.0
0.1499740952698915,1.780746340751648,humaneval,2.8,3.249155942350626,9,1,5,1.7169980364624835,59,HumanEval_55,1.0
-0.0036590393292092,8.439016342163086,humaneval,5.8,22.787245705723763,11,1,6,2.6116649403075027,73,HumanEval_56,1.0
-0.0461528155590511,8.439016342163086,humaneval,2.8,6.116400063037872,5,1,4,3.820690663524512,42,HumanEval_57,1.0
0.0199647599984018,8.439016342163086,humaneval,5.8,18.232540529221296,8,1,6,2.42645458720677,70,HumanEval_58,1.0
0.0996524732904103,6.244968891143799,humaneval,8.8,11.85417772643268,14,2,8,1.8815271147680857,121,HumanEval_59,1.0
0.3395698844738629,1.780746340751648,humaneval,2.8,4.353872776031494,5,1,5,3.374360678312949,31,HumanEval_60,1.0
0.0795514406756196,1.780746340751648,humaneval,5.8,20.773807264864445,13,1,7,2.214685880141431,76,HumanEval_61,1.0
0.0353775860189839,8.439016342163086,humaneval,2.8,3.975896596908569,3,1,4,6.585058845269979,33,HumanEval_62,1.0
0.0483497933601029,1.78778076171875,humaneval,5.6,5.787938177585602,11,1,7,1.963992256141028,88,HumanEval_63,1.0
0.0331263279062293,1.78778076171875,humaneval,7.199999999999999,6.841166406869888,9,1,8,2.304342237925918,89,HumanEval_64,1.0
0.107159162387748,1.780746340751648,humaneval,9.2,22.46976973116398,9,1,9,2.6927098367780515,69,HumanEval_65,1.0
-0.0768414534604511,8.439016342163086,humaneval,4.2,7.922906950116157,4,1,5,5.566730645890638,44,HumanEval_66,1.0
-0.068954825756902,8.439016342163086,humaneval,9.0,25.455965101718903,7,1,8,4.430199177705068,61,HumanEval_67,1.0
-0.0500900441747424,8.439016342163086,humaneval,6.999999999999999,18.67710244655609,6,1,7,3.2999398400378577,76,HumanEval_68,1.0
-0.0361403879263283,8.425043106079102,humaneval,10.4,23.586182236671448,12,1,9,2.8728200700510342,90,HumanEval_69,1.0
0.087716647356717,1.780746340751648,humaneval,5.8,9.184024646878242,10,1,7,3.237999179031636,67,HumanEval_70,1.0
0.020721641741693,1.78778076171875,humaneval,7.199999999999999,13.141393527388573,10,1,8,1.6982759962183376,103,HumanEval_71,1.0
-0.0421825120171818,8.425043106079102,humaneval,8.8,28.976232782006264,12,1,8,3.2894920792117714,84,HumanEval_72,1.0
-0.0608572897236344,8.439016342163086,humaneval,9.0,25.179345935583115,7,1,8,2.914203249117304,64,HumanEval_73,1.0
0.0715780313891757,1.78778076171875,humaneval,8.8,30.86145005375147,16,1,9,2.2725881093507185,92,HumanEval_74,1.0
0.1161667372081552,2.8910595178604126,humaneval,12.8,30.1993488073349,22,2,11,1.7078582820850334,159,HumanEval_75,1.0
-0.1027507864374427,8.439016342163086,humaneval,7.199999999999999,18.2382797524333,8,1,7,3.628972576908117,69,HumanEval_76,1.0
0.0358495502603343,8.439016342163086,humaneval,4.2,2.998405694961548,4,1,5,3.9335647419699473,42,HumanEval_77,1.0
0.0038973179995082,1.780746340751648,humaneval,9.0,27.30550353974104,10,1,9,3.429134448007308,78,HumanEval_78,1.0
0.070000825279359,1.780746340751648,humaneval,2.8,4.6034345626831055,5,1,5,6.467173596514579,36,HumanEval_79,1.0
-0.046581735054889,8.425043106079102,humaneval,8.8,37.91656272113323,10,1,9,2.328732388332737,95,HumanEval_80,1.0
-0.0065497294280069,8.430657386779785,humaneval,9.0,36.33465440198779,33,1,9,1.438251647471357,315,HumanEval_81,0.8
0.0331345751927402,1.780746340751648,humaneval,8.8,23.22126180306077,11,1,9,2.4905752465919933,69,HumanEval_82,1.0
0.0808704036693924,1.780746340751648,humaneval,5.8,15.56463661044836,7,1,7,6.487578971118271,47,HumanEval_83,1.0
-0.07511324259954,8.439016342163086,humaneval,2.8,6.87218713760376,3,1,4,5.6104490098743,32,HumanEval_84,1.0
-0.0826220234545568,8.439016342163086,humaneval,2.8,5.095687389373779,3,1,4,4.345285216359718,45,HumanEval_85,1.0
0.0915174975807806,1.780746340751648,humaneval,2.8,5.503476142883301,5,1,5,4.418258214641101,41,HumanEval_86,0.6
0.0405003861787038,1.78778076171875,humaneval,11.2,2.3431079387664795,12,1,10,2.5094923279061967,101,HumanEval_87,1.0
-0.0868980045252967,8.439016342163086,humaneval,2.8,4.608616828918457,3,1,4,5.246889665235262,49,HumanEval_88,1.0
-0.0554726728700802,8.425043106079102,humaneval,9.0,20.4835651665926,10,1,8,2.429749570564662,83,HumanEval_89,1.0
0.099554475583136,1.780746340751648,humaneval,4.2,2.6038074493408203,6,1,6,3.6040854576888384,43,HumanEval_90,1.0
-0.0777535172539569,8.439016342163086,humaneval,5.6,11.060978412628174,5,1,6,5.419840583418836,59,HumanEval_91,1.0
0.0563983704625187,1.78778076171875,humaneval,7.6,24.66119121015072,10,1,8,2.3432424004371946,84,HumanEval_92,1.0
0.0383850506978613,1.78778076171875,humaneval,6.999999999999999,3.1476001739501958,8,1,8,2.578399103074815,94,HumanEval_93,0.4
0.024064615513059,6.303664207458496,humaneval,11.6,12.9526896905154,17,2,11,2.848042186010902,141,HumanEval_94,1.0
-0.0229288698604289,8.430657386779785,humaneval,29.599999999999994,122.69003806635736,24,1,17,2.208302958204177,191,HumanEval_95,1.0
0.0181196561613914,1.78778076171875,humaneval,7.399999999999999,23.08424542099237,14,1,8,1.7668952719266964,93,HumanEval_96,1.0
0.160745466848042,1.780746340751648,humaneval,2.8,1.470689058303833,5,1,5,3.973908407350876,35,HumanEval_97,1.0
0.0632140848857279,1.780746340751648,humaneval,5.8,14.441658914089205,9,1,7,2.4820526517714,60,HumanEval_98,0.6
0.0292386373881488,1.78778076171875,humaneval,20.2,64.83956637606025,23,1,16,2.5091707185630248,149,HumanEval_99,1.0
